id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49920776,Bright Loft-Style Apartment,4988354,Michael,Kreis 9,Altstetten,47.3839,8.49888,Private room,,20,5,2024-03-01,0.10,1,0,0,
49929300,Luminous apartment in the heart of Zurich ca.100m2,96454357,Greta,Kreis 4,Werd,47.37185,8.52912,Entire home/apt,,2,6,2022-08-24,0.11,2,0,0,
49938063,Charming Apartment Zürich Altstetten Train Station,210866421,Alejandra,Kreis 9,Altstetten,47.38872,8.48518,Entire home/apt,200,2,0,,,1,177,0,
49942471,City Centre Spacious 2-BR Apt Sapphire,15038541,Cher.,Kreis 4,Werd,47.3737149,8.5219012,Entire home/apt,211,1,284,2025-09-03,6.75,17,295,32,
49956108,!Special! Cozy flat in the new hype area of Zürich,1422687,Veronica,Kreis 9,Altstetten,47.38344,8.50007,Entire home/apt,182,7,3,2023-08-12,0.06,1,145,0,
49981984,Charming house with private garden & lake-view,5149106,Isabelle,Kreis 7,Witikon,47.35656,8.58392,Entire home/apt,299,5,4,2025-08-15,0.08,1,16,1,
50004085,"Sonnig, Ruhig & Zentral. Nähe ETH",5002339,Anna Julia,Kreis 10,Höngg,47.40127,8.49951,Entire home/apt,117,3,7,2024-05-10,0.14,1,14,0,
50050472,Cosy 1-Zimmer-Wohnung in der Altstadt  Zürich,394562584,Peter,Kreis 1,Rathaus,47.36904,8.54574,Entire home/apt,80,4,98,2025-09-16,1.88,1,65,23,
50101353,Zurich super Central penthouse - Large rooftop,13470694,Henry,Kreis 1,City,47.36965,8.53461,Entire home/apt,,7,6,2021-12-29,0.12,1,0,0,
50131257,Studio,29795947,Bo,Kreis 7,Hirslanden,47.36204,8.56487,Entire home/apt,111,3,54,2025-08-05,1.08,1,328,12,
50203904,Garden studio Zürich Seefeld close lake,133529772,Nathalie,Kreis 8,Mühlebach,47.35044,8.56316,Entire home/apt,124,4,34,2025-09-05,0.69,1,353,7,
50219755,Lovely 3-Rooms appartment in a cool neighbourhood,17899642,Silvan,Kreis 3,Alt-Wiedikon,47.36732,8.51483,Entire home/apt,,14,5,2022-09-23,0.10,1,0,0,
50264238,"Neuwertige Wohnung in Zürich, 3.5 Zimmer",72105587,Dominik,Kreis 7,Witikon,47.36071,8.60101,Entire home/apt,,4,2,2021-11-07,0.04,1,0,0,
50297677,Very Cozy and super Clean Private Room in Zürich,16134620,Aycan,Kreis 6,Unterstrass,47.40272,8.53461,Private room,156,1,2,2023-05-23,0.05,1,365,0,
50357188,"Charming, cozy flat with large terrasse Oerlikon",2563395,Guillaume,Kreis 11,Oerlikon,47.40871,8.54277,Entire home/apt,,60,1,2021-08-05,0.02,1,0,0,
50387605,Modern spacious 2-bedrooms/2-bathrooms apartment.,3587246,Frantisek,Kreis 9,Altstetten,47.38426,8.48062,Entire home/apt,135,14,1,2021-12-15,0.02,1,31,0,
50388702,Room with private bathroom and balcony,296305963,Zoé,Kreis 6,Unterstrass,47.40164,8.53255,Private room,,2,3,2021-11-14,0.06,1,0,0,
50406606,"Lovely, central room in historic building",72423116,Isabelle,Kreis 1,Rathaus,47.37189,8.54566,Private room,,25,0,,,1,0,0,
50408999,"Beautiful, well lighted room close to everything",246746072,John,Kreis 8,Mühlebach,47.35966,8.55325,Private room,,1,7,2021-09-08,0.14,1,0,0,
50414370,Beautiful Room in Gardenapartment - Kreis 7 Zurich,43111694,Georgia,Kreis 7,Witikon,47.357597,8.599312,Private room,48,28,5,2023-05-26,0.12,14,149,0,
50433489,Modern apartment in Altstetten,152609650,Lisa,Kreis 9,Altstetten,47.38641,8.4786,Entire home/apt,,2,0,,,1,0,0,
50496017,Bright spacious room in multi-storey apartment,194488207,Oliver,Kreis 2,Enge,47.3593,8.52887,Private room,,1,2,2021-09-12,0.04,3,0,0,
50521276,Perle,329351736,Adhurim,Kreis 6,Oberstrass,47.40158,8.55209,Entire home/apt,,14,1,2021-07-10,0.02,1,0,0,
50582424,Prime Apartment mit Designmöbeln im Kreis 4,271466792,Artel,Kreis 4,Langstrasse,47.37617,8.52926,Entire home/apt,200,14,8,2025-04-17,0.17,8,310,3,
50618312,Comfortable apartment in Zurich Oerlikon,20342353,Martin,Kreis 11,Oerlikon,47.4047,8.55389,Entire home/apt,54,4,34,2025-09-13,0.70,1,19,5,
50631529,Lovely 2-bedroom near central Zurich,13449879,Hoss,Kreis 10,Höngg,47.40264,8.49628,Entire home/apt,,7,0,,,1,0,0,
50677733,"Apartment 15mins to center, free parking, garden",83537802,Kora,Kreis 9,Altstetten,47.39793,8.4822,Entire home/apt,111,2,46,2025-09-20,1.68,1,13,31,
50691075,Bright studio in the city center (Greenyard 1),23561865,Dimi,Kreis 6,Unterstrass,47.382195,8.544195,Entire home/apt,148,2,39,2025-09-14,0.77,133,74,11,
50721753,"Beautiful, bright ""Chalet"" like flat in Zurich",9868934,Sarah,Kreis 6,Unterstrass,47.3897,8.53781,Entire home/apt,,6,5,2023-05-13,0.10,2,0,0,
50739017,Luminous 2-room-flat in quiet Zurich-Witikon,410033629,Selin,Kreis 7,Witikon,47.35622,8.5926,Entire home/apt,56,21,3,2022-08-28,0.06,1,72,0,
50743403,Modern design apartment with balcony,173153111,Eva,Kreis 3,Sihlfeld,47.38004,8.50321,Entire home/apt,,3,17,2025-06-29,0.35,1,0,1,
50768456,Unique artistik cosy priv. room in authentic house,119640383,Rayén,Kreis 7,Hirslanden,47.36409,8.56145,Private room,,2,20,2023-03-13,0.39,6,0,0,
50789124,"Large room in quite Neighborhood 
Zurich-City",142652075,Lazhar,Kreis 11,Seebach,47.42044,8.55071,Private room,77,2,11,2025-06-19,0.38,10,365,3,
50806513,Wohnung mit Aussichts-Terrasse im Herzen der Stadt,60106807,Fortunat,Kreis 6,Unterstrass,47.38256,8.54356,Entire home/apt,,5,5,2024-08-03,0.10,1,0,0,
50806853,"Nice flat, good location, two bedrooms",3592245,Fabio,Kreis 6,Unterstrass,47.3997,8.54234,Entire home/apt,,14,5,2023-07-17,0.11,4,0,0,
50812304,Lovely 1 bedroom apartment in Central Zurich,8052026,Sebastian,Kreis 4,Langstrasse,47.37758,8.51964,Entire home/apt,166,2,39,2024-07-10,0.76,1,306,0,
50841814,central located apartment with beautiful room and garden,5348855,Azu,Kreis 6,Unterstrass,47.3857,8.53854,Entire home/apt,,1,5,2021-08-29,0.10,1,0,0,
50882931,Charming Studio/Old town (UZ3),23561865,Dimi,Kreis 1,Rathaus,47.37228,8.5448,Entire home/apt,128,2,11,2025-09-15,0.22,133,11,9,
50886155,Comfortable 1.5 room apartment in Zurich,122327809,Helena,Kreis 9,Albisrieden,47.37838,8.48352,Entire home/apt,,5,2,2022-01-24,0.04,1,0,0,
50905553,Studio for male professional,411622548,Alexander,Kreis 2,Wollishofen,47.34826,8.53146,Entire home/apt,,30,1,2021-08-31,0.02,1,0,0,
50967315,Calm and bright apartment next to the river,139712041,Laura,Kreis 10,Höngg,47.39544,8.51415,Entire home/apt,,3,11,2025-08-15,0.22,1,2,2,
50982827,Entire apartment/Studio hosted by Leo,325921462,Leandro,Kreis 6,Unterstrass,47.40338,8.53675,Entire home/apt,95,1,8,2023-04-22,0.21,1,365,0,
51007218,Pedestrian area of downtown,220744491,Florian,Kreis 1,Rathaus,47.37447,8.54585,Entire home/apt,131,1,1,2023-06-27,0.04,1,349,0,
51021138,Kreis 7 - Quiet Room with large balcony,43111694,Georgia,Kreis 7,Witikon,47.357597,8.599312,Private room,42,28,11,2025-09-04,0.23,14,98,4,
51029999,Schöne Wohnung in Wipkingen,164632538,Ganimete,Kreis 10,Wipkingen,47.39179,8.52439,Entire home/apt,124,3,50,2025-08-29,1.00,1,25,15,
51040364,Modern and cozy flat in central Zurich,5274702,Maya,Kreis 5,Gewerbeschule,47.38343,8.53243,Entire home/apt,,5,0,,,1,0,0,
51064700,Single Room with shared bathroom in a hotel,322266523,Krone,Kreis 1,Rathaus,47.37441,8.54423,Private room,,7,6,2021-12-03,0.12,8,0,0,
51099748,"Charming flat, quite location near the city center",128157983,Gaya,Kreis 8,Weinegg,47.351,8.57572,Entire home/apt,81,5,0,,,1,364,0,
51123412,Zimmer in Altbauwohnung mit gemeinsamer Terrasse,413705735,Larissa,Kreis 3,Sihlfeld,47.37203,8.52131,Private room,42,80,0,,,1,279,0,
51134598,Luxuriöses Loft in Zürich,42041099,Mirjam,Kreis 11,Oerlikon,47.41273910152025,8.557450782218552,Entire home/apt,217,3,0,,,1,365,0,
51147408,Cooles City Zimmer mitten in der Stadt,157110839,Tina,Kreis 1,Rathaus,47.36845,8.545261,Private room,115,2,240,2025-09-25,4.81,1,319,59,
51159237,Eigentums Stadtwohnung im urbanen Zürich West.,258304674,Simone,Kreis 4,Hard,47.38619,8.50783,Entire home/apt,303,2,33,2025-07-24,0.65,1,268,1,
51208685,Schöne Wohnung in Zürich,57221941,Triantafillos,Kreis 8,Seefeld,47.36061,8.55152,Entire home/apt,192,21,1,2021-09-28,0.02,1,350,0,
51232908,Modern 3.5 room apartment in the heart of Zurich,21923793,Nomindari,Kreis 5,Escher Wyss,47.38755,8.51714,Entire home/apt,,2,10,2025-06-21,0.26,1,0,3,
51257976,Exceptional three-storey apartment by the park,194488207,Oliver,Kreis 2,Enge,47.35801,8.52709,Entire home/apt,,1,0,,,3,0,0,
51279609,Lovely garden apartment in the city center,21669302,Lisa,Kreis 2,Wollishofen,47.3512,8.52982,Entire home/apt,162,3,3,2025-07-09,0.07,1,141,1,
51415534,Bright 1BR flat in the city centre (Greenyard 2),23561865,Dimi,Kreis 6,Unterstrass,47.3829,8.54305,Entire home/apt,144,2,92,2025-08-27,1.86,133,45,5,
51437849,Cosy Studio in the charming Area of Zurich Seefeld,83271512,José-Luis,Kreis 8,Seefeld,47.35644,8.55375,Entire home/apt,129,2,4,2024-11-01,0.08,23,121,1,
51495698,Large attic room in three-storey apartment,194488207,Oliver,Kreis 2,Enge,47.35866,8.52876,Private room,,1,1,2021-08-15,0.02,3,0,0,
51503972,Stylish 2-room apartment with balcony,23777984,Justina,Kreis 9,Altstetten,47.39105,8.47748,Entire home/apt,120,7,0,,,1,323,0,
51537265,Modern 1 bedroom furnished apartment in Zurich.,10197344,Jeff,Kreis 9,Altstetten,47.39222,8.49148,Entire home/apt,70,15,0,,,1,224,0,
51551928,"Private room with bathroom, close to the lake",403646072,Sarah,Kreis 2,Wollishofen,47.3407,8.52859,Private room,80,1,65,2025-09-04,1.31,1,347,8,
51588163,"Super central, modern & bright apartment in Zurich",19785721,Johannes,Kreis 8,Weinegg,47.36385,8.55555,Entire home/apt,156,3,78,2025-09-14,1.60,1,323,22,
51698208,Schöne 2 Zimmer Wohnung,69564820,Eva,Kreis 12,Schwamendingen-Mitte,47.40899,8.57783,Entire home/apt,,1,7,2021-11-12,0.15,1,0,0,
51757637,Romantic apartment with forest view,418590018,Marion,Kreis 9,Altstetten,47.39043,8.46676,Entire home/apt,,4,0,,,1,0,0,
51760091,Comfy & Central Studio Apartment with Kitchen,84543029,Mi,Kreis 10,Wipkingen,47.38956,8.5331,Entire home/apt,,3,5,2023-05-01,0.10,1,0,0,
51760867,Zh Anna I - HITrental Central Station Apartments,12886487,Stephanie,Kreis 5,Gewerbeschule,47.38251,8.53288,Entire home/apt,139,1,16,2025-08-10,0.38,98,341,2,
51763508,Zh Anna Ii - HITrental Central Station Apartments,12886487,Stephanie,Kreis 5,Gewerbeschule,47.38122,8.53497,Entire home/apt,139,1,65,2025-09-16,1.39,98,297,13,
51764507,Zh Anna Iii - HITrental Central Station Apartments,12886487,Stephanie,Kreis 5,Gewerbeschule,47.38151,8.53347,Entire home/apt,139,1,14,2025-05-18,0.30,98,304,4,
51764508,Zh Herta I - HITrental Central Station Apartment,12886487,Stephanie,Kreis 5,Gewerbeschule,47.3815,8.53432,Entire home/apt,139,1,20,2024-06-22,0.41,98,270,0,
51764509,Zh Herta Ii - HITrental Central Station Apartment,12886487,Stephanie,Kreis 5,Gewerbeschule,47.38121,8.5347,Entire home/apt,139,1,35,2025-09-28,0.72,98,287,18,
51764511,Zh Herta Iii - HITrental Central Station Apartment,12886487,Stephanie,Kreis 5,Gewerbeschule,47.38139,8.53308,Entire home/apt,,1,7,2025-05-22,0.18,98,312,1,
51764512,Zh Ida I - HITrental Central Station Apartments,12886487,Stephanie,Kreis 5,Gewerbeschule,47.38239,8.5348,Entire home/apt,,1,20,2025-09-07,0.45,98,306,7,
51764513,Zh Ida Ii - HITrental Central Station Apartments,12886487,Stephanie,Kreis 5,Gewerbeschule,47.38128,8.53301,Entire home/apt,240,1,77,2025-09-10,1.58,98,324,29,
51764514,Zh Ida Iii - HITrental Central Station Apartments,12886487,Stephanie,Kreis 5,Gewerbeschule,47.3808,8.53334,Entire home/apt,139,1,118,2025-08-04,2.59,98,304,29,
51792113,Chalet vibes near the lake,17393656,Nicolas,Kreis 8,Mühlebach,47.36224,8.55218,Entire home/apt,,1,4,2024-11-14,0.19,1,0,3,
51898754,Optimum White Studio,22513551,Optimum,Kreis 3,Friesenberg,47.358826,8.497919,Entire home/apt,163,28,17,2025-08-25,0.36,13,0,1,
51949710,Zentrales Studio im Kreis 4 für jung City Lovers,343918765,Aline,Kreis 4,Langstrasse,47.37742,8.52951,Entire home/apt,124,2,73,2025-09-12,1.61,1,83,4,
51994536,Bright apartment near airport & city,3024336,Erika M.,Kreis 12,Hirzenbach,47.40225,8.58981,Entire home/apt,89,3,56,2025-09-24,1.17,1,79,16,
52080414,Cozy room in the quite of Zurich,142652075,Lazhar,Kreis 11,Seebach,47.41916,8.55154,Private room,70,1,26,2025-08-24,0.53,10,363,4,
52105457,Furnished room in the heart of Zurich (Kreis 4),2494294,Camenzind,Kreis 4,Langstrasse,47.37688,8.52859,Private room,,5,3,2022-06-10,0.06,1,0,0,
52121566,Moderne Wohnung mitten in Zürich,83761516,Manuel,Kreis 4,Langstrasse,47.3781731814327,8.528528829666278,Entire home/apt,172,2,0,,,1,81,0,
52300060,Old town of Zurich,261136040,Holger,Kreis 1,Rathaus,47.37248,8.54519,Entire home/apt,148,1,8,2025-06-01,0.19,2,349,2,
52311609,Peaceful spacious room for 2,142652075,Lazhar,Kreis 11,Seebach,47.41952,8.55143,Private room,75,3,11,2025-06-28,0.69,10,365,3,
52314104,Duplex Zürich Center,51391087,Amandine,Kreis 5,Gewerbeschule,47.38231,8.52882,Entire home/apt,,4,7,2022-05-29,0.14,1,0,0,
52341711,April+Mai+Juni: zentrale Wohnung im Grünen,8226970,Katharina,Kreis 7,Witikon,47.36204,8.59976,Entire home/apt,,1,3,2022-09-23,0.06,1,180,0,
52360195,Posh 1 BR flat - city center and balcony (West3),23561865,Dimi,Kreis 3,Sihlfeld,47.37236,8.519851,Entire home/apt,187,2,43,2025-08-19,0.89,133,67,6,
52433794,Cozy Room Zürich,25396172,Céleste,Kreis 6,Oberstrass,47.39445,8.54619,Private room,83,2,118,2025-09-07,2.43,2,146,18,
52449648,Executive Suite,38998280,Aniko,Kreis 4,Hard,47.38108,8.50729,Private room,145,1,5,2025-08-15,0.13,1,28,2,
52491701,Quiet room with large balcony - Kreis 7,43111694,Georgia,Kreis 7,Witikon,47.35759735107422,8.599311828613281,Private room,53,29,3,2025-05-23,0.08,14,178,1,
52546817,Penthouse Bellevue,144959892,Anna Victoria,Kreis 1,Rathaus,47.36883,8.54471,Entire home/apt,800,3,0,,,4,120,0,
52596197,4BR Seefeld apartment for families near the lake,19342696,Uliana,Kreis 8,Mühlebach,47.35627,8.55649,Entire home/apt,,2,0,,,1,0,0,
52646086,"Charming budget friendly, Zurich‘s best location",5262292,Kay,Kreis 8,Seefeld,47.3569,8.55258,Entire home/apt,112,30,31,2025-09-16,0.75,1,29,9,
52663121,Apartment in Zurich at the Stettbach train station,287415517,Huseyincan,Kreis 12,Hirzenbach,47.40064,8.59256,Entire home/apt,,1,1,2021-11-02,0.02,1,0,0,
52754106,Cosy & quiet appartement in Zurich,36420428,Blandine,Kreis 4,Hard,47.38853,8.49829,Entire home/apt,117,3,70,2025-09-21,1.50,1,61,22,
52824419,Huge 4.5 Bedroom Apartment with Terrace,1534857,Sandro,Kreis 3,Alt-Wiedikon,47.36585,8.51379,Entire home/apt,,30,0,,,1,0,0,
52832623,*my home your home* down town,29497035,Ladina,Kreis 4,Langstrasse,47.37974,8.52869,Entire home/apt,,4,3,2022-03-07,0.06,1,0,0,
52849703,Single room with shared bath in a hotel,322266523,Krone,Kreis 1,Rathaus,47.37359,8.54235,Private room,,7,0,,,8,0,0,
52877360,Zurich City Center Beautiful Flat,32686636,Wael,Kreis 4,Langstrasse,47.37719,8.52848,Entire home/apt,,4,12,2022-09-18,0.25,1,0,0,
52879087,Nice Appartment Zürich Seefeld,405503857,Karen,Kreis 8,Seefeld,47.35026,8.56162,Entire home/apt,250,5,11,2024-11-09,0.29,1,358,1,
52910357,Penthouse flat in the city center/near lake (SF18),23561865,Dimi,Kreis 8,Mühlebach,47.361256,8.551727,Entire home/apt,271,2,94,2025-08-29,2.00,133,66,18,
52910882,Urban Loft in the heart of Zurich - 10th floor,91130239,Thomas,Kreis 4,Langstrasse,47.37803,8.53429,Entire home/apt,170,14,3,2024-10-27,0.07,1,76,1,
52945329,Downtown Dream: 3.5BR with Balcony and Style BA31,25291258,Nikolaos,Kreis 11,Oerlikon,47.40993881225586,8.54159927368164,Entire home/apt,,1,29,2025-09-12,0.63,73,342,19,
53025594,"Beautiful studio ""Piccolo"" fully furnished",371008290,Sonia,Kreis 6,Unterstrass,47.395203,8.544974,Entire home/apt,132,1,228,2025-07-13,4.80,13,128,22,
53103297,»Cozy Apartment in Zürich«/WLAN/NETFLIX/KITCHEN,348327394,Saschja,Kreis 6,Oberstrass,47.39451,8.54618,Entire home/apt,83,2,172,2025-09-13,3.66,4,139,31,
53140361,Super bright and beautiful Apartment in Kreis 3,72300833,Daniela,Kreis 3,Alt-Wiedikon,47.35934,8.51322,Entire home/apt,260,3,9,2025-08-03,0.24,1,267,4,
53164879,Single Room with shared bathroom in a pop up hotel,322266523,Krone,Kreis 1,Rathaus,47.37293,8.54284,Private room,,7,2,2022-02-06,0.04,8,0,0,
53167399,Privatzimmer in Wohnung in Zurich zentrale Lage,1496480,Rene,Kreis 10,Wipkingen,47.39472,8.52629,Private room,64,5,14,2025-09-27,0.36,2,41,7,
53225151,The Pastorini - Stylish City Apartment,212648112,Delphine,Kreis 7,Hottingen,47.37014,8.55623,Entire home/apt,270,2,83,2025-07-20,1.81,1,35,14,
53253600,Lovely 2.5 bedroom apartment in the center,19468372,Jeremie,Kreis 2,Enge,47.35938,8.52614,Entire home/apt,,3,1,2021-11-20,0.02,1,0,0,
53305756,"Amazing view, flat in Zurich, 3-rooms",431559000,Norma,Kreis 10,Höngg,47.3974,8.5094,Entire home/apt,195,3,9,2025-06-28,0.23,1,64,3,
53306953,Contemporary Living | 4.5 Zi. Serviced Apartment,83271512,José-Luis,Kreis 6,Unterstrass,47.38574,8.53675,Entire home/apt,445,90,1,2021-12-09,0.02,23,245,0,
53308677,Zimmer OCEAN für 4 in Villa zw. Airport+Zentrum,303406613,Christina,Kreis 11,Oerlikon,47.410255432128906,8.530701637268066,Private room,216,1,15,2025-07-17,0.33,4,83,5,
53326254,"Schlafzimmer
 
Kreis 2, Zürich",195015700,Kaltrona,Kreis 2,Enge,47.3556,8.52491,Private room,135,1,0,,,1,269,0,
53333102,(8) Cosy & Central Apartment in Zurich,10540353,Godfred,Kreis 5,Gewerbeschule,47.38383,8.53011,Entire home/apt,110,4,26,2024-06-12,0.59,2,30,0,
53337681,Cosy 62sqm in central Zurich!,21448354,Michael,Kreis 3,Sihlfeld,47.37233,8.51042,Entire home/apt,,2,2,2025-01-02,0.13,1,2,1,
53378114,Lovely central home,22425093,Anto,Kreis 4,Werd,47.37337,8.52322,Entire home/apt,213,7,7,2024-12-30,0.15,2,326,1,
53444216,Chic & spacious 2-room apartment in hip district 4,432707854,Jack,Kreis 4,Hard,47.37751,8.51351,Entire home/apt,118,14,8,2025-06-26,0.18,2,60,1,
53470049,Very sunny 1BR flat in the city center (West4),23561865,Dimi,Kreis 3,Sihlfeld,47.37236,8.519851,Entire home/apt,119,2,43,2025-09-10,0.95,133,45,18,
53470490,Bright and quiet studio in the city center (Sky1),23561865,Dimi,Kreis 7,Hirslanden,47.361317,8.564605,Entire home/apt,132,2,29,2025-09-15,0.65,133,58,24,
53636512,"Beautiful, quite and very central 2BR flat (Sky3)",23561865,Dimi,Kreis 7,Hirslanden,47.36139678955078,8.564906120300293,Entire home/apt,213,2,51,2025-07-31,1.11,133,75,9,
53644357,1 Large Studio Flat in Zurich/ Kreis 9,12859286,Angela,Kreis 9,Albisrieden,47.38076,8.495656,Entire home/apt,,4,5,2025-01-06,0.12,1,0,1,
53730106,Lovely & bright apartment in Zurich,5560027,Guillaume,Kreis 9,Albisrieden,47.37125,8.50043,Entire home/apt,,2,19,2025-01-02,0.41,1,0,2,
53770609,Heart of Zurich: Gemütliche 2-Zi-Wohnung/ 2 Rooms,23521921,Bahri,Kreis 4,Langstrasse,47.379539,8.525209,Entire home/apt,,14,3,2024-07-10,0.18,2,0,0,
53804074,Fully equipped apartment with view near Irchelpark,16830213,Ramon,Kreis 6,Oberstrass,47.39471,8.54684,Entire home/apt,,20,2,2025-05-16,0.06,1,0,1,
53820070,Appartamento incantevole a Zurigo,31837183,Camilla,Kreis 2,Wollishofen,47.34361,8.53452,Entire home/apt,151,5,0,,,1,362,0,
53839287,Apt 5B: Guest Fav - Downtown 2-BR Loft Apartment,15038541,Cher.,Kreis 4,Werd,47.373992919921875,8.521506309509277,Entire home/apt,207,1,208,2025-09-24,5.06,17,275,47,
53857150,Exklusives Studio mit grosser Dachterasse,220105611,Timo,Kreis 8,Seefeld,47.36035,8.55052,Entire home/apt,190,2,8,2022-06-03,0.18,1,179,0,
53873626,Cosy apartment in Wiedikon,436378909,Mathias,Kreis 3,Alt-Wiedikon,47.36822,8.50976,Entire home/apt,109,4,7,2025-06-08,0.27,1,25,2,
53875757,Ein Zuhause in der Stadt,3026473,Leandra,Kreis 11,Oerlikon,47.40678,8.55137,Entire home/apt,103,4,34,2025-07-03,0.78,2,279,3,
53877309,Lovely 2 bedroom apartment on the lake in zürich,87400850,Ravina,Kreis 8,Seefeld,47.35259,8.55517,Entire home/apt,,3,1,2022-01-01,0.02,1,0,0,
53879023,Cozy 3-Bedroom Gem with Parking in Zurich,8710182,Manuela,Kreis 2,Wollishofen,47.337,8.53348,Entire home/apt,141,4,1,2023-10-13,0.04,1,270,0,
53966197,"Blueground | Oerlikon, storage, near train station",434204093,Blueground,Kreis 11,Oerlikon,47.41082379999999,8.547816699999998,Entire home/apt,251,30,3,2025-01-01,0.07,179,213,1,
53971360,"Blueground | Mühlebach, w/d, parking, nr Seefeld",434204093,Blueground,Kreis 8,Mühlebach,47.3645607,8.5527619,Entire home/apt,588,30,0,,,179,187,0,
53975416,"Blueground | Oerlikon, storage, near train station",434204093,Blueground,Kreis 11,Oerlikon,47.41082379999999,8.547816699999998,Entire home/apt,190,30,3,2025-01-05,0.08,179,0,1,
53975418,"Blueground | Oerlikon, balcony, nr train station",434204093,Blueground,Kreis 11,Oerlikon,47.41082379999999,8.547816699999998,Entire home/apt,166,30,0,,,179,292,0,
54009704,"Blueground | Oerlikon, balcony, nr train station",434204093,Blueground,Kreis 11,Oerlikon,47.41082379999999,8.547816699999998,Entire home/apt,193,30,1,2022-03-27,0.02,179,289,0,
54012299,"Blueground | Oerlikon, balcony, nr train station",434204093,Blueground,Kreis 11,Oerlikon,47.41082379999999,8.547816699999998,Entire home/apt,165,30,0,,,179,213,0,
54012373,"Blueground | Oerlikon, balcony, nr train station",434204093,Blueground,Kreis 11,Oerlikon,47.41082379999999,8.547816699999998,Entire home/apt,188,30,1,2024-05-09,0.06,179,0,0,
54030499,"Blueground | Oerlikon, parking, nr train station",434204093,Blueground,Kreis 11,Oerlikon,47.41082379999999,8.547816699999998,Entire home/apt,179,30,2,2024-04-27,0.05,179,73,0,
54030514,"Blueground | Oerlikon, parking, nr train station",434204093,Blueground,Kreis 11,Oerlikon,47.41082379999999,8.547816699999998,Entire home/apt,203,30,1,2022-03-13,0.02,179,183,0,
54116650,"Schönes, ruhiges Zimmer Zürich, zentral",9868934,Sarah,Kreis 6,Unterstrass,47.38845,8.53739,Private room,,1,0,,,2,0,0,
54117648,"Blueground | Wollishofen, storage, nr market",434204093,Blueground,Kreis 2,Wollishofen,47.344437,8.5307339,Entire home/apt,211,30,1,2024-10-29,0.09,179,241,1,
54153366,Nice room at Zurichs most beautiful place,1303137,Edwin,Kreis 3,Sihlfeld,47.375,8.51371,Entire home/apt,43,15,0,,,1,154,0,
54196772,Homestay Zürich HB Room,386904919,Alina,Kreis 5,Gewerbeschule,47.383759,8.528862,Private room,,1,8,2022-04-20,0.18,1,0,0,
54244320,Cozy Apartment in Zurich,13514718,Ramona,Kreis 3,Friesenberg,47.35721,8.51296,Entire home/apt,582,3,0,,,1,88,0,
54290928,"Zimmer ASIA für 3 in Villa, mit PP/150m zum Bus",303406613,Christina,Kreis 11,Oerlikon,47.410255432128906,8.530701637268066,Private room,171,1,34,2025-09-12,0.84,4,83,15,
54290937,"Zimmer für 3 in Villa - 150m->Bus, 15min->Zentrum",303406613,Christina,Kreis 11,Oerlikon,47.410255432128906,8.530701637268066,Private room,180,1,2,2023-06-14,0.05,4,83,0,
54306636,Villa in Zurich with Parking for 6-14 guests,303406613,Christina,Kreis 11,Oerlikon,47.40966,8.53012,Entire home/apt,656,1,58,2025-08-19,1.31,4,83,7,
54329374,1.5 Zimmer Wohnung mit Aussicht über Zürich,27536619,Katharina,Kreis 7,Hottingen,47.36967,8.56636,Entire home/apt,160,2,5,2025-08-03,0.18,1,13,1,
54368874,Lovely 1 Bedroom flat in Zürich.,328938369,Fahri,Kreis 3,Alt-Wiedikon,47.36768,8.5194,Entire home/apt,,5,1,2023-01-04,0.03,1,0,0,
54403948,Beautiful room near Opera House,441014800,Antonio,Kreis 7,Hottingen,47.36966,8.54981,Private room,98,1,264,2025-09-26,5.98,1,0,46,
537803126344953148,Lovely apartment at Zürichberg close to ETH,158390619,Nathalie,Kreis 6,Oberstrass,47.38471,8.55417,Entire home/apt,,5,9,2024-08-05,0.21,1,363,0,
541926927389847045,Grand Terrace Suite: Elite 4.5BR (BA-52),25291258,Nikolaos,Kreis 11,Oerlikon,47.409939,8.541599,Entire home/apt,132,1,63,2025-09-10,1.43,73,347,34,
543368563574489208,Moderne Wohnung mit Balkon im Zentrum von Zürich,362880717,Caspar,Kreis 5,Gewerbeschule,47.38233,8.53029,Entire home/apt,90,20,0,,,1,80,0,
547087982971728334,big room with balcony in huge shared flat (3P),39029806,Daniel,Kreis 11,Seebach,47.41493,8.55934,Private room,,2,1,2023-05-24,0.03,2,0,0,
547578653703132865,Confi room in Zurich nord,142652075,Lazhar,Kreis 11,Seebach,47.41843,8.54377,Private room,70,4,1,2024-10-30,0.09,10,365,1,
