id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
793331833337837435,Big bedroom in peaceful flat,491022221,Andrew,Kreis 3,Sihlfeld,47.37273,8.51625,Private room,,1,0,,,3,0,0,
793885972392464384,Close to nature and the city center,493581616,Elisabeth,Kreis 7,Witikon,47.35452,8.60061,Entire home/apt,150,3,35,2025-09-15,1.08,1,243,8,
793901633555600823,Apartment in hip area,90626068,Douglas,Kreis 5,Gewerbeschule,47.38416,8.528,Entire home/apt,,2,3,2023-09-10,0.11,2,0,0,
795455372759094505,Cozy studio in great location!,46484222,Itamar,Kreis 4,Hard,47.37972,8.51052,Entire home/apt,,3,7,2024-07-10,0.24,1,0,0,
796083757497918835,Optimum Serviced Mountain Flat,22513551,Optimum,Kreis 3,Friesenberg,47.3588236,8.4979193,Entire home/apt,163,7,3,2025-02-11,0.11,13,59,1,
796155553016388784,Private room,79739161,Thomas,Kreis 2,Enge,47.35831,8.52525,Private room,,1,86,2023-10-10,2.58,1,0,0,
796872561612346828,Urban Oasis with Queen Bed and City View (BE-19),25291258,Nikolaos,Kreis 3,Sihlfeld,47.3750137,8.515848499999999,Entire home/apt,88,1,38,2025-08-15,1.27,73,339,28,
797575777508179682,Numa | M Studio w/ Kitchen & Balcony,491260554,Stephan,Kreis 4,Langstrasse,47.3740579,8.5298406,Entire home/apt,177,1,182,2025-09-23,5.80,4,326,98,
797663636479617672,Numa | XL Duplex Studio w/ Kitchen & 2 Sofabeds,491260554,Stephan,Kreis 4,Langstrasse,47.3740579,8.5298406,Entire home/apt,332,1,35,2025-08-14,1.13,4,241,23,
797672457202738457,Numa | L Studio w/ Kitchen near Botanical Garden,491260554,Stephan,Kreis 4,Langstrasse,47.3740579,8.5298406,Entire home/apt,189,1,9,2025-09-03,0.35,4,286,8,
798205443246657580,Private Bedroom in my Zurich Apartment,2174302,Tomas,Kreis 9,Altstetten,47.38508,8.49906,Private room,45,2,48,2024-12-11,1.53,1,60,1,
799016018902809662,Comfy room for rent,186399063,Josie,Kreis 11,Oerlikon,47.41383770956745,8.545293189153357,Private room,120,3,0,,,2,365,0,
799287406768677423,Wohnung in Zürich Wiedikon,2603378,Daniela,Kreis 3,Sihlfeld,47.37413,8.5137,Entire home/apt,128,4,11,2025-07-22,0.45,1,51,5,
799676965040111007,Traumwohnung mit Dachterrasse im Kreis 4,10669181,Alessandro,Kreis 4,Langstrasse,47.377862067292455,8.526993580162525,Entire home/apt,,5,1,2023-02-03,0.03,1,1,0,
799750007761030919,Schöne zentrale Altbau-Wohnung in Zürich,337883617,Simona,Kreis 2,Enge,47.36112,8.52848,Entire home/apt,,10,9,2024-12-27,0.28,1,0,1,
799912856522276280,"Private Room in shared flat, Kreis 3 (Wiedikon)",9482450,Lindsay,Kreis 3,Alt-Wiedikon,47.3696692,8.5133201,Private room,,7,7,2024-07-21,0.22,2,7,0,
800561891437522113,Terrific penthouse in the city center - Hösch 6,23561865,Dimi,Kreis 8,Mühlebach,47.3591318,8.5570135,Entire home/apt,198,2,36,2024-03-03,1.13,133,0,0,
800719670974969387,Lovely room in the heart of Zurich,62452339,Sofia,Kreis 3,Sihlfeld,47.3695,8.52135,Private room,,2,54,2025-09-08,1.65,2,1,14,
801360818468304522,Cozy studio in Zurich,7344907,Antoine,Kreis 3,Alt-Wiedikon,47.36666659999999,8.5119317,Entire home/apt,,21,21,2025-08-09,0.66,1,0,2,
801866305812779717,Süsse Wohnung inZürcher Altstadt3,97637352,Angela,Kreis 1,Rathaus,47.3680549,8.545272299999999,Entire home/apt,290,1,109,2025-08-01,3.41,1,245,19,
801891962420139241,Beautiful & spacious apartment,21026377,Hannah,Kreis 11,Oerlikon,47.4020752,8.5507151,Entire home/apt,,7,1,2024-06-28,0.07,1,0,0,
802805902156427365,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Sihlfeld,47.3712536,8.521014,Entire home/apt,294,30,0,,,179,324,0,
804076111518272770,Cozy studio close to the city,41605118,Stjepan,Kreis 3,Alt-Wiedikon,47.36077,8.51688,Entire home/apt,,2,2,2023-09-03,0.07,1,0,0,
805473485676239110,Skyline dream home,19349917,Andrea,Kreis 11,Seebach,47.41586,8.55293,Entire home/apt,,3,0,,,1,0,0,
806988462303303035,"Blueground | Enge, storage & w/d, in Fifa Museum",434204093,Blueground,Kreis 2,Enge,47.3633348,8.531703300000002,Entire home/apt,245,30,0,,,179,91,0,
807673500411077145,Spacious & Central  3-BR Apt - A RARE GEM! Turquoi,15038541,Cher.,Kreis 4,Langstrasse,47.3736225,8.5273522,Entire home/apt,256,1,262,2025-09-17,8.05,17,240,67,
807687294713917562,Fantastic Penthouse (Mainau 14),23561865,Dimi,Kreis 8,Mühlebach,47.36123180000001,8.5520385,Entire home/apt,241,2,78,2025-06-25,2.43,133,45,21,
808365033574156284,"Blueground | Wiedikon, storage, 1 min to market",434204093,Blueground,Kreis 3,Sihlfeld,47.3755316,8.514229799999999,Entire home/apt,116,30,1,2023-11-26,0.04,179,86,0,
808369565226483782,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Sihlfeld,47.3712536,8.521014,Entire home/apt,267,30,2,2023-12-07,0.08,179,330,0,
809441668318244477,Loft close to the City Center,497259174,Alina,Kreis 2,Enge,47.35969,8.52525,Entire home/apt,141,2,11,2025-01-01,0.37,1,169,1,
810280833409217393,Sonniges Zimmer mit Gartenblick,497461496,Manuel,Kreis 7,Witikon,47.3601192031622,8.581170178949833,Private room,65,1,15,2025-08-30,0.54,1,250,3,
810740689169989959,"Blueground | Altstadt, w/d, nr Old Town",434204093,Blueground,Kreis 1,Rathaus,47.37321439999999,8.5452654,Entire home/apt,230,30,1,2024-06-28,0.07,179,96,0,
810778436489156487,"Blueground | Wiedikon, storage, 1 min to market",434204093,Blueground,Kreis 3,Sihlfeld,47.3755316,8.514229799999999,Entire home/apt,175,30,0,,,179,121,0,
812041505324942078,Zimmer 2,150950946,Rodriguez,Kreis 10,Höngg,47.40424,8.5007,Private room,36,2,104,2025-01-23,3.22,3,23,11,
812356569172133661,22m² Privates Zimmer im Kreis 6,497947828,Willemien & Roberto,Kreis 6,Unterstrass,47.39151469999999,8.5377465,Private room,85,3,45,2025-06-01,1.41,1,134,4,
813360337250214922,"Comfortable apartament ""Nuvola""",371008290,Sonia,Kreis 6,Unterstrass,47.39626,8.54536,Entire home/apt,132,1,190,2025-09-07,5.89,13,125,39,
814394067858363522,Architect-designed minimalist flat central Zürich,16978871,Elizabeth,Kreis 4,Langstrasse,47.377952,8.529308,Entire home/apt,,1,65,2025-09-04,2.01,1,176,12,
816009663595526391,Luxury App. with awesome view,383830319,Alexander,Kreis 3,Sihlfeld,47.37954,8.50555,Entire home/apt,208,10,0,,,1,358,0,
816348246914256969,2 Zimmer Wohnung,11422762,Katharina,Kreis 12,Hirzenbach,47.4046747,8.5849941,Entire home/apt,,2,9,2023-05-29,0.28,1,0,0,
816647174110717748,Cozy apartment in Zürich City,3623859,Rob,Kreis 3,Alt-Wiedikon,47.36688,8.50791,Entire home/apt,113,2,31,2025-08-27,0.98,1,132,10,
817870522818967259,Urban Oasis with Queen Bed and City View (BE-32),25291258,Nikolaos,Kreis 3,Sihlfeld,47.3750137,8.515848499999999,Entire home/apt,83,1,20,2025-09-08,0.72,73,350,10,
818534542045129353,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Sihlfeld,47.3712536,8.521014,Entire home/apt,201,30,1,2023-05-31,0.04,179,262,0,
823926119878115850,Cozy room in zurich central area,3544458,Mari,Kreis 5,Gewerbeschule,47.38398959389327,8.528668414596604,Private room,,1,11,2025-09-08,2.54,2,42,11,
824289034935505361,Ruhige Wohnung zentral gelegen,192508728,Leonie,Kreis 3,Sihlfeld,47.36876,8.52402,Entire home/apt,,2,3,2023-12-03,0.11,1,0,0,
825397924032575462,Traumhafte Altbauwohnung,3429553,Rogelio,Kreis 4,Werd,47.37113,8.5257,Entire home/apt,,1,1,2023-06-06,0.04,1,0,0,
826559073027703243,Zentrale Wohnung Kreis 5,28459172,Anissa,Kreis 5,Gewerbeschule,47.37993,8.53743,Private room,184,1,197,2025-09-04,6.88,1,164,65,
827268614586080000,"1 Bedroom Penthouse Apartment L, Seefeld",24506494,EMA House,Kreis 8,Seefeld,47.36109,8.550345,Entire home/apt,335,2,2,2024-07-10,0.11,19,299,0,
827558458176105861,Room in the center of Zurich,133367744,Sherley,Kreis 3,Sihlfeld,47.37083,8.52353,Private room,75,2,58,2025-09-05,1.85,1,4,24,
827773376272531501,3.5 Zimmer Altbau Wohnung - Enge,267497855,Andreas,Kreis 2,Enge,47.354451309678524,8.52693859487772,Entire home/apt,135,10,0,,,1,364,0,
827986037136810696,Zürich erleben ab hier!,3628380,Diana,Kreis 3,Sihlfeld,47.37086099340678,8.515630392728179,Private room,98,8,3,2025-08-13,0.98,1,136,3,
828153919418355293,Comfort 2BDR APT - Zurich Airport,90399530,Daniella,Kreis 11,Seebach,47.4240478,8.544249899999999,Entire home/apt,186,3,17,2025-08-26,0.55,12,82,13,
828179479306496732,Cosy bedroom,122970914,Blanca,Kreis 9,Albisrieden,47.37495,8.50143,Private room,75,1,102,2025-09-17,3.21,1,299,30,
828867656680762472,Wohnen in Wiedikon Adonis,336827675,Albergo Diffuso,Kreis 3,Alt-Wiedikon,47.36984,8.51729,Entire home/apt,181,3,0,,,4,240,0,
829420766709616396,Urban Jungle: Cozy Oasis Near Letzigrund Stadium,126878757,Michał,Kreis 9,Altstetten,47.3869021,8.4973171,Entire home/apt,142,1,74,2025-08-31,2.45,1,13,21,
829534037718694776,Urban Oasis with Queen Bed and City View (BE-22),25291258,Nikolaos,Kreis 3,Sihlfeld,47.3750137,8.515848499999999,Entire home/apt,75,1,21,2025-05-01,0.70,73,336,9,
829810160896451878,Cozy apartment in Zurich,62452339,Sofia,Kreis 3,Sihlfeld,47.36931,8.52359,Entire home/apt,216,3,3,2024-07-19,0.10,2,120,0,
830173842208584712,Ruhige Stadtwohnung mit Terrasse,16295677,Melanie,Kreis 9,Albisrieden,47.377729,8.4819438,Entire home/apt,,5,4,2023-08-18,0.13,1,0,0,
830402342617740629,Cool and calm flat - Zurich Lochergut,2584800,Zeke,Kreis 4,Langstrasse,47.37582,8.51873,Private room,,14,4,2023-06-07,0.13,1,0,0,
831010255437719912,Spacious Rooftop Apartment with Incredible Views,501947842,Laura,Kreis 5,Escher Wyss,47.38936,8.52211,Entire home/apt,,1,12,2024-01-02,0.40,1,0,0,
831146976155513561,Geschätzt einfache Wohnung,22653650,Johnatan,Kreis 10,Höngg,47.4014336,8.498986799999999,Entire home/apt,,5,1,2023-05-29,0.04,1,0,0,
833062379261846735,Apartment for sublet in Zurich (Kreis 3),76715481,Oscar,Kreis 3,Sihlfeld,47.37346,8.51949,Entire home/apt,,30,0,,,1,0,0,
834172569237871335,In the heart of Zurich,178679,Mr.,Kreis 2,Enge,47.35982,8.52774,Entire home/apt,,14,0,,,1,0,0,
834935368984865069,A very charming apartment 2 rent,502800244,Salman,Kreis 12,Saatlen,47.41263,8.56751,Entire home/apt,88,7,1,2023-03-26,0.03,1,365,0,
835481714246032290,Studio Room - Heart of City,222814543,Haoran,Kreis 1,Hochschulen,47.37703,8.54316,Entire home/apt,110,1,144,2025-09-07,4.59,13,55,41,
835565712641029153,Old town Studio in heart of the city,222814543,Haoran,Kreis 1,Hochschulen,47.37703,8.54531,Entire home/apt,109,1,68,2025-08-29,2.17,13,132,5,
835625025024303651,City Center Studio near ETH Zürich HB,222814543,Haoran,Kreis 1,Rathaus,47.37519,8.54522,Entire home/apt,112,1,50,2025-08-04,1.60,13,134,14,
836310892179046027,Schönes Zimmer in einer privaten Wohnung,4248093,Sabine,Kreis 12,Hirzenbach,47.3971621,8.5886079,Private room,,1,3,2023-08-24,0.11,2,0,0,
840364585999374089,Geschmackvolle Stadtwohnung,8408035,Laura,Kreis 4,Langstrasse,47.3759451,8.524125999999999,Entire home/apt,121,2,21,2025-09-15,0.68,1,54,4,
840506077252504427,Beautiful flat with terrace,417607455,Alina,Kreis 4,Langstrasse,47.37623689999999,8.5214988,Entire home/apt,179,5,18,2025-09-10,0.58,1,121,11,
841091757250001536,THE FLAG Zurich - Business Single Apartment,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.3873736,8.4940452,Private room,170,1,7,2024-10-19,0.23,8,299,1,
841109685194952934,THE FLAG Zurich - Comfort Single Apartment,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.3873736,8.4940452,Private room,183,1,11,2025-07-08,0.37,8,308,2,
841120502500902193,THE FLAG Zurich - Executive Single Apartment,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.3873736,8.4940452,Private room,198,1,1,2025-07-12,0.37,8,304,1,
841182463481618980,THE FLAG Zürich - Loft Premium on the Rooftop,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.3873736,8.4940452,Private room,293,1,2,2024-07-04,0.07,8,273,0,
841258749433274419,Wohnen im Grünen in Zürich,504154030,Irene,Kreis 10,Höngg,47.41488750000001,8.4747037,Entire home/apt,102,2,26,2025-09-22,0.93,1,240,13,
841865455074739199,Cozy Sanctuary in Zurich,34758783,Stefanie,Kreis 3,Sihlfeld,47.37215,8.51155,Entire home/apt,128,2,5,2024-07-11,0.24,1,88,0,
842430987733026875,"Studio Apartment, Franklinstrasse",17484617,Marie,Kreis 11,Oerlikon,47.4092679,8.5451025,Entire home/apt,173,1,3,2025-09-12,0.10,23,62,1,
842452180459549348,"1-Bedroom Apartment, Franklinstrasse",17484617,Marie,Kreis 11,Oerlikon,47.4092679,8.5451025,Entire home/apt,216,1,0,,,23,44,0,
842783808030546755,Gemütliche Wohnung an bester Lage im Kreis 4,481508453,Dragesa,Kreis 4,Langstrasse,47.3773108,8.5291036,Entire home/apt,179,2,102,2025-09-06,3.31,5,260,28,
845489255964719964,Convenient Zurich Apartments w/ Free Parking,1229459,Swissstay,Kreis 8,Weinegg,47.36071,8.56013,Entire home/apt,126,2,37,2025-06-03,1.22,100,161,13,
846336856496218349,Beautiful studio by lake,11711737,Anna,Kreis 2,Enge,47.364131538572444,8.534279895770274,Entire home/apt,109,6,12,2025-09-21,0.39,1,111,5,
851850848252849624,"Cozy, sunny, city center 1BR flat (Marble 3)",23561865,Dimi,Kreis 7,Hirslanden,47.3601469,8.5668119,Entire home/apt,182,2,52,2025-09-14,1.71,133,72,12,
851877560051711265,Very central and sunny 2BR flat (Marble 2),23561865,Dimi,Kreis 7,Hirslanden,47.3601469,8.5668119,Entire home/apt,174,2,58,2025-08-26,1.94,133,67,25,
851895118288393619,"Beautiful, quite and very central 2BR flat (Sky6)",23561865,Dimi,Kreis 7,Hirslanden,47.3614065,8.5650704,Entire home/apt,189,2,50,2025-09-13,1.66,133,67,10,
852950965999811554,Apartment in central - 24-7 check-in with keybox,254126350,Lukas,Kreis 5,Escher Wyss,47.38787,8.515,Entire home/apt,170,2,24,2025-09-18,0.86,1,164,9,
854762720507179055,Bis 10 Personen schlafen gut hier!,499046066,Diana,Kreis 9,Albisrieden,47.3671,8.49362,Entire home/apt,180,1,39,2025-09-07,1.36,2,326,24,
854939687703678144,Studio Apt in Kreis 5 Zürich,22969679,Martin,Kreis 5,Gewerbeschule,47.38607,8.52616,Entire home/apt,120,3,21,2025-09-18,0.70,1,314,3,
855149712546022346,Gemütlich im Smart Home!,505991846,Gabriel,Kreis 2,Wollishofen,47.3335218,8.5359527,Entire home/apt,124,2,121,2025-09-10,3.99,6,55,28,
855711311651562351,Grosses Zimmer unterm Dach mit reichem Frühstück,446342895,Natascha,Kreis 8,Seefeld,47.35528,8.55586,Private room,225,1,7,2025-07-27,0.26,1,196,4,
856506414058519661,Cozy Studio Apartment,24627099,Kathrin,Kreis 2,Enge,47.35676,8.52755,Entire home/apt,,1,48,2025-06-21,1.64,1,0,13,
857181341694977736,studio apartment close to lake,151995548,Anna,Kreis 8,Seefeld,47.3567636,8.5540714,Entire home/apt,151,2,3,2023-07-09,0.10,1,364,0,
857706169899505697,Charming Studio in Zurich,10019946,Jaye,Kreis 8,Mühlebach,47.36187,8.55208,Entire home/apt,,4,27,2025-07-24,0.91,1,0,7,
857757268178759399,Habitación cómoda en Zürich,140452053,Roberto,Kreis 11,Affoltern,47.418155032737474,8.508577533066273,Private room,122,1,3,2024-07-17,0.11,1,365,0,
857853127012377268,"Blueground | Unterstrass, storage, near Old Town",434204093,Blueground,Kreis 6,Unterstrass,47.3866968,8.543127700000001,Entire home/apt,213,30,0,,,179,0,0,
857946394426398001,Sunny apartment room Zurich city,168308359,Christian,Kreis 6,Unterstrass,47.38657,8.53963,Private room,,30,0,,,1,0,0,
859122441664363969,Modern loft | Top of Zurich,167528327,Laia,Kreis 7,Hottingen,47.37643,8.56902,Entire home/apt,,14,2,2023-07-03,0.07,1,0,0,
859181370326429923,Bright 1BR Apartment w/ Patio in Seefeld,1229459,Swissstay,Kreis 8,Weinegg,47.36124,8.56048,Entire home/apt,100,2,19,2024-11-12,0.69,100,165,3,
859259613311079552,Gorgeous bright aptm in Züriberg,920484,John,Kreis 7,Fluntern,47.38034,8.55649,Private room,93,10,14,2025-08-17,0.48,1,210,5,
859821205109771570,1 Room in Entertainment District,508012667,Gabriela,Kreis 4,Langstrasse,47.37875,8.52806,Entire home/apt,,2,5,2023-05-20,0.17,1,0,0,
860669329105045849,Zimmer mit Dachterrasse,8411816,Sophie,Kreis 4,Langstrasse,47.3784467,8.5285869,Private room,99,2,7,2025-08-31,0.23,1,360,4,
860823521329212488,Enchanting 1BR Haven in Prime Zurich,1229459,Swissstay,Kreis 1,Rathaus,47.37092,8.54422,Entire home/apt,113,2,51,2025-05-21,1.69,100,318,11,
862941944829617942,Optimum City view Studio,22513551,Optimum,Kreis 3,Friesenberg,47.35878362727706,8.498048046032709,Entire home/apt,150,1,0,,,13,272,0,
863055096646489906,Studio in Central Zurich.,99049810,Antonio,Kreis 4,Hard,47.37912279442791,8.51639551551119,Entire home/apt,58,1,0,,,1,364,0,
864392225447162717,"10 min to HB, next to the Opera & Kunsthaus",25107983,Svetlana,Kreis 7,Hottingen,47.3659,8.5565,Entire home/apt,94,25,4,2025-04-06,0.16,1,62,1,
867077410461411002,Comfort 1-bedroom Apartment,509519782,Zeki,Kreis 3,Sihlfeld,47.37324,8.51997,Entire home/apt,175,2,0,,,6,364,0,
867088379831339905,Comfort 3-bedroom apartment,509519782,Zeki,Kreis 3,Sihlfeld,47.37379,8.51984,Entire home/apt,200,2,24,2025-07-27,1.49,6,293,18,
867096473686561120,Presidential suite,509519782,Zeki,Kreis 4,Werd,47.37422,8.51985,Entire home/apt,800,7,0,,,6,365,0,
867114919829948530,Luxury Apartments- 2.5-rooms,509519782,Zeki,Kreis 3,Sihlfeld,47.37322,8.52078,Entire home/apt,198,2,1,2025-09-07,1,6,364,1,
867122996178576221,Swas Business Apartments,509519782,Zeki,Kreis 4,Hard,47.38709,8.50257,Entire home/apt,148,2,0,,,6,362,0,
867126885463955224,Suite Apartments By Living Downtown,509519782,Zeki,Kreis 9,Albisrieden,47.3762,8.4909,Entire home/apt,151,2,0,,,6,365,0,
869261422741466411,Orbit - In the heart of Zurich,91958184,Milan,Kreis 1,Lindenhof,47.37032144536216,8.54109026491642,Entire home/apt,405,2,159,2025-09-14,5.35,1,114,69,
871071794845644862,the good old place (central) entire place,149996298,Sam,Kreis 4,Hard,47.38056,8.51195,Entire home/apt,130,1,45,2024-12-17,1.56,1,27,11,
871569367098563199,"Appartement, Centre, Wiedikon",104674430,Jules,Kreis 4,Werd,47.3723712,8.5240567,Entire home/apt,,3,126,2025-08-01,4.28,1,0,50,
872343712931267300,Room in Zurich City next to Lake,10696193,Shelly,Kreis 8,Mühlebach,47.36381,8.55287,Private room,100,1,63,2025-08-20,2.14,3,359,11,
872521064940552667,Sunny bedroom in beautiful loft,4124134,Antranik,Kreis 11,Oerlikon,47.40416,8.55197,Private room,94,2,20,2025-09-07,0.71,2,348,7,
873117844498595674,"Beautiful, stylisch 3BR city apt",380888793,Nico,Kreis 7,Hirslanden,47.3634328,8.5676109,Entire home/apt,362,2,153,2025-09-25,5.20,3,346,51,
873352562306241777,Fu Ma,100457841,Yuxia,Kreis 11,Affoltern,47.42492575876604,8.499320894479752,Private room,75,1,0,,,1,358,0,
873724659294392413,Bright large flat at Kunsthaus,5105764,Pierre,Kreis 7,Hottingen,47.3680433,8.5519912,Entire home/apt,,3,2,2024-01-08,0.07,1,0,0,
874394306908557135,Lightful apartment in Zurich,9075860,Giulia,Kreis 9,Altstetten,47.39072,8.48456,Entire home/apt,,5,0,,,1,3,0,
876012602984828916,STAYY Bijou Balgrist Childrenhospital free parking,38886244,Patrick,Kreis 8,Weinegg,47.3555802,8.5745335,Entire home/apt,208,1,52,2025-09-21,1.90,5,324,14,
876111617817116087,Stylish & Cozy Flat in Centre,362701555,Samuel,Kreis 4,Werd,47.3698995,8.5271242,Entire home/apt,146,6,2,2025-06-21,0.07,1,29,1,
876637964512870414,Urban Oasis with Queen Bed and City View (BE-33),25291258,Nikolaos,Kreis 3,Sihlfeld,47.3750137,8.515848499999999,Entire home/apt,90,1,30,2025-08-03,1.08,73,334,15,
877428904150484741,Spacious and bright flat 12' to Zürich center,538961,Alexandra,Kreis 6,Unterstrass,47.40169,8.53775,Entire home/apt,,3,0,,,1,0,0,
878003903876354172,"Blueground | Unterstrass, storage, near market",434204093,Blueground,Kreis 6,Unterstrass,47.3866968,8.543127700000001,Entire home/apt,,30,1,2023-09-10,0.04,179,152,0,
878026895426691607,Gemütliches Haus mit Garten und Parkplatz,15378757,Valentino,Kreis 11,Seebach,47.4200066,8.5504432,Entire home/apt,210,14,25,2025-08-03,0.87,1,251,3,
878281922203565883,Stunning Rooftop View - Central Zurich - Top floor,4332149,Mario,Kreis 1,Hochschulen,47.3790539,8.5448612,Entire home/apt,119,6,102,2025-09-08,3.51,1,46,17,
878299710311801436,George's funky house,15214180,George,Kreis 4,Hard,47.37739,8.51586,Entire home/apt,,2,3,2025-05-01,0.14,2,0,1,
878681003524206323,Studio flat close to the lake,4462872,Eder,Kreis 2,Wollishofen,47.3447647,8.5295082,Entire home/apt,,1,0,,,2,0,0,
881622378017787461,City Centre Apartment with Green Views,1229459,Swissstay,Kreis 8,Weinegg,47.36056,8.56021,Entire home/apt,111,2,34,2025-05-19,1.19,100,170,3,
881690290835335197,"Lovely, clean, bright Studio",23656409,Henriette,Kreis 9,Altstetten,47.3805022,8.479812299999999,Entire home/apt,,6,0,,,1,0,0,
883752842761390254,"Fantastic, very central studio (Sun 1)",23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,174,2,79,2025-09-16,2.81,133,69,40,
883805841039600250,"Terrific studio in the city center, sunny  (Sun 2)",23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,159,2,91,2025-09-15,3.24,133,56,51,
883822562499681135,Nice and very central 1BR flat (Sun 3),23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,279,2,103,2025-09-14,3.67,133,71,22,
883840255220390833,"Amazing, central, sunny 1BR flat (Sun 12)",23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,128,2,54,2025-09-06,1.93,133,41,28,
884481719432232189,Liebenswertes Apartment in zentraler Lage,182025252,Finn,Kreis 3,Sihlfeld,47.37094,8.51785,Entire home/apt,,8,29,2025-07-25,1.03,1,0,5,
885227334071225766,Gästezimmer ruhig schön 15 m2 mit Gartensicht,244894367,Lena,Kreis 7,Witikon,47.35897,8.58976,Private room,80,1,0,,,3,365,0,
885331914157039751,Beautiful apartment in Zurich,255809846,Ekaterina,Kreis 8,Mühlebach,47.36534,8.55028,Entire home/apt,250,4,0,,,1,364,0,
886254237493082323,Designer studio close to lake,95016230,Mathias,Kreis 8,Weinegg,47.35554,8.56156,Entire home/apt,,4,10,2025-08-30,0.39,1,0,6,
886997709762276529,"Cozy, central flat in Zurich (6)",461233337,Maxime,Kreis 6,Unterstrass,47.39317,8.54417,Entire home/apt,,7,0,,,1,0,0,
887028830601660701,Tolle Wohnung in Altstetten,402242435,Daniel,Kreis 4,Hard,47.38878,8.49922,Entire home/apt,576,1,0,,,1,87,0,
887323336908333599,wohnen in architekturikone,6261485,Anna,Kreis 9,Albisrieden,47.36672,8.49436,Entire home/apt,104,2,0,,,1,357,0,
887355391301981871,"Haubarg
Bequemes Zimmer in ausgezeichneter Lage",140148745,Luiz,Kreis 11,Seebach,47.4149569,8.5489416,Private room,88,1,104,2025-09-21,3.62,1,49,28,
888275394125377304,Basic Apartment in vibrant residential part of ZH!,1229459,Swissstay,Kreis 3,Sihlfeld,47.37052,8.51465,Entire home/apt,83,2,68,2025-09-04,2.37,100,106,25,
888309544518575693,Zh Digitus - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35625,8.57219,Entire home/apt,81,1,7,2025-08-18,0.26,98,271,2,
888340297679251668,Zh Mandibula 3 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35741,8.57207,Entire home/apt,84,1,2,2024-11-23,0.07,98,290,1,
888340299922627619,Zh Tibia 2 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35668,8.5718,Entire home/apt,87,1,8,2025-08-31,0.30,98,330,5,
888340313344548148,Zh Ulna 2 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35666,8.57191,Entire home/apt,87,1,2,2023-06-23,0.07,98,250,0,
888340634386991793,Zh Maxilla 3 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35672,8.57324,Entire home/apt,90,1,0,,,98,91,0,
888340640432401741,Zh Fibula 2 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35749,8.5722,Entire home/apt,,1,1,2024-08-31,0.08,98,0,0,
888340678306710579,Zh Radius - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35639,8.57387,Entire home/apt,84,1,1,2023-05-24,0.03,98,29,0,
888340807316306636,Zh Ulna 1 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35624,8.5732,Entire home/apt,87,1,5,2024-06-13,0.27,98,279,0,
888341691372485180,Zh Tibia 1 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 7,Hirslanden,47.35764,8.57358,Entire home/apt,87,1,2,2025-08-15,0.14,98,152,1,
888341905942818073,Zh Fibula 1 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35772,8.57245,Entire home/apt,87,1,5,2025-08-10,0.26,98,272,3,
888341946665996589,Zh Clavicula 3 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35638,8.57342,Entire home/apt,86,1,2,2024-07-28,0.08,98,272,0,
889006772248290989,Room for 2 in townhouse / close to Taylor Swift,3092677,Diego,Kreis 9,Altstetten,47.38483,8.49756,Private room,,1,0,,,2,0,0,
889075737863900334,Zh Radius 2 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 7,Hirslanden,47.35769,8.57401,Entire home/apt,84,1,1,2024-06-05,0.06,98,29,0,
889075777409901421,Zh Radius 1 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 7,Hirslanden,47.35794,8.57373,Entire home/apt,,1,0,,,98,0,0,
